review
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">It's definitely not to be called a camera phone. I got this for my wife. And camera is horrible. Pictures are not sharp. Once you zoom the pic you can see picture is full of grains.<br>I thought Of returning it and buying one plus 6 which is an amazing phone and I am using it since 6 months. But there is no return possible. It can only be replaced. So my honest suggestion - put 10k more and buy one plus 6.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">This is a awesome phone.Buy 128gb model is more value for money and it gives additional Rs3000 on exchange</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Very bad  The phone's color is descending automatically</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Pros:<br>fast<br>camera<br>display<br>battery charging and backup<br>sensors<br>Night Mode camera<br>good headphone<br><br>Cons:<br>No type-C port<br>Little bit heavy(will get habituated with regular use)</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Genuinely I fel very good after having this phone , I still need to explore overall very good .. value for money<br>The camera quality is anyway good as advertised .<br><br>I like the sound quality of the speakers very well .<br><br>I think Mike quality also should improve a little .<br><br>Over all an awesome phone ..<br>I generally use for games, songs unlike others I rarely take pics .. but still this phone holds good .. the UI and approach are also interactive .<br><br>Thanks OPPO team for giving this quality product at a cheaper price .</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Writing this after 2 months of ussage. Selfie works good. No lag while playing pubg. Screen feels bigger in hand. Battery backup on heavy ussage lasts at least a day. But I don't any difference in charging speed between my f9pro and f11pro as they promised. Build quality is tuff.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">This is one month use review. Quality of camera is excellent. Battery life is also very good. Charging time is very less by voc charger. Sound quality is fine. I got exchange offer with my 2years old lenevo k6 note for an amount of RS. 6300. So for me it's value for money. Recommended</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Phone performance is really very good, camera is just mind blowing, speed, charging VOOC 25mins full charge, selfie camera way too good, but received damaged back body twice, replaced once, but received the other one in more bad condition, tried replacing but amazon does not allow second time replacement.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Using the ph since 3 months.<br>No complains.<br>I use this for surfing net, YouTube (3 hours), game (1 hour), music, FB, news, calls 3 hours, etc. every day.<br>Battery back with above will be 1.5 days.<br>Worth the money.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Highly satisfied with the product but the prices change within 15 days, which makes you little concerned about the deal you are getting is best or a better deal may be available in next week. The product is anyway fantastic with respect to all features. Merger of memory card slot and second SIM slot wasn't expected. Also amazingly the phone of this price range lacks direct video calling facility.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Hi Amazon Team,<br>My self Altaf Khan from Mumbai I have recently purchased Oppo F11 Pro.<br>Camera , Screen , Low Light face recognition camera, battery charging and stand by battery hours is just amazing 👌 .<br>Paisa Vasul Oppo F11 Pro Mobile .<br><br>One Advise : Kindly add two sim slot with extra memory card slot in future.<br><br>Appreciated to Oppo Mobile for providing amazing mobile phone in India ... Thank you so much ❤️💕.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Bettery is very fast low</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">AWESOME PHONE...LOVED IT...ITS MY 2ND F11 PRO...FOR MY WIFE....I HAVE PURCHASED 64GB MODEL AT 25K...NOW ITS 128GB AT 24K...IN JUST 1 MONTH..I THINK THIS IS BAD STRATEGY FROM OPPO..NOW I FEEL MY 64GB MODEL PURCHASE WAS TOO EARLY and Feel disappointed...But phone is over all best...but if ur phone is in pocket and vdo call came..pop camera opens in pocket which i think not good..</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Nothing to say disliked .. awsum phone must buy and the best and cheapest phone with pop up selfie camera.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Worst</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Camera is good<br>They have focused on night mode<br>But there is not much difference<br>And 48mp is gimic but camera clearty is good<br>Battery is avarage max to max I am getting 7hours<br>Comparing to vivo v15 pro<br>OPPO is best phone under the price segment<br>Rest all has good features..<br>Loved it</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Display is super cool. i compared v15 pro and f11 pro both in hands n i felt f11 pro display more crisp and vivid. and rear cam of f11 pro outshines in nightmode specially..<br>vooc 3.0 charges my phone in 75min.<br>the only thing i gave 4star is its build quality its color is easily coming out from edges and frame by minor usage and scratches which is plastic so i dont like my new phone's color to come out so soon.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Good phone. All features are good. Processing speed, stunning look, battery charging speed, battery life are  good. At price tag oppo should gone for AMOLED display. Also camera performance lags in low light. Redmi Note 7 pro is oppo/vivo killer. Full display with popup selfi saves oppo/vivo from redmi note 7 pro.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">This phone is better than vivi v15 pro as it is more faster than snapdragon 660 and the cameras click picture like dslr and oppo gives gorrila glass on the dispay.the charging is more faster than dash charger,overall phone is perfect at this price</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">High weight and internal configuration not much worthful as per price range.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">In love with this new mobile... Cam and other features .. but there is some problem in screen mirroring.. I'm unable to connect it with my lg TV ... Where I used to connect my TV to other  brand mobiles... Otherwise it is soo cool .but I'm scared if my PHn slips when my front cam is on .. don't know I feel pop up is interesting but also delicate on other hand...</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Camera: In an oppo shared article I read the sensor used in oppo f11 pro is the same Sony sensor IMX586 which they used in Redmi Note 7 pro. Looks like the news is for real. Camera quality from rear and front is top notch. Natural colors, Outstanding details, Perfect HDR shots and a easy friendly camera UI. The pop-up camera technology is too good to see. Its fast and works quietly.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Is not good</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">I was a little sceptical buying oppo again, having used F1 plus for 3 years, but this just proves oppo has definitely meaning business.<br><br>Also one of the security feature no one understands is that camera is hidden away and with all these privacy issues going on,you can be sure that no one is using your phone to look at you, coz camera is all tucked away.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">1st of all thank you Amazon for your quuck delivery service. Oppo f11 pro is a very gd phone. Camera is excellent in day &amp; low light. Battery quality is very good. Storage is the only issue in this phone, at the price of 25k oppo only provides 64gb rom &amp; 2nd sim slot is hybrid. Processor should be little bit better at this range. I played pubg without any problem. Smooth as butter. If you get it in any offer which i get in a no cost emi the amount is only 17k with exchanging my 3yrs old phone. Which is a great deal for me. Go for it if u like to click great selfies &amp; photos. Gaming is very good in this phone.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Back up is very poor..even in idle conditions battery draining .. Even no wifi or net  connection .. And background apps disable..  Not suitable for backup..</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">The built is average. Camera is spectacular. Display is a compromise in quality. The back cover provided inside the case is the worst. Unlock speed is superb ( for face unlock and fingerprint ) Overall a good product at the given price range.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">I purchased this product by simply paying 15000 Rs on mobile exchange mode. This was the first pruduent thing, I made in my life. The oppo F11 is a beautiful well designed with premium features. Battery is outstanding with fast charging. It took only 1 hour to charge from 0 to 90%. Face recognition is excellent.  Screen quality and its durability are quite respectable. Any how the more you  ready to pay, the more premium features you can avail. Overall I am completely satisfied with this product.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">#oppo-love<br>#screen is very bright#fhd display<br>#camera-front facing 16Mp popup camera is a new innovation#back 48+5 more is good camera#brilliant portrait<br>#battery-4000mah it might have been improved because of the screen it has a big screen#battery was draining fast-stand by time 8-9hours<br>#body finish excellent 5*<br>With premium colors<br>Triple gradiant<br>#finger print sensor is good<br>#oppo become one of the innovative brand<br>In the market<br>Hence 4 ot of 5 is my rating</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">The product is osm camera is mind blowing battery excellent smooth running phn ovarall phn is excellent</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Good but camera quality is not good. Mostly software based photo. Resolution not impressive. 48 mp is not matter of jokes but it capture like 16 mp. Company just cheated the customer by showing this feature of camera.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Super super super super super.... I got  F11pro just RS.16000 in my Moto m exchange offer.every thing super compare to v15pro</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Decent phone. Have been using from 2 days. Camera quality is ok though they say that it's 48 MP, I am sure it's 20 MP. The picture detailing is average though it had to be clear enough for a 48 MP. Would recommend the phone .</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Camera &amp; performance  to much better on this price segment phone but phone body colour is very cheap.. Only one month is gone front camera colour was faded</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Excellent product. Recommend for anyone planning to buy budget phone with all the modern facilities barring in display fingerprint. Anyone can sacrifice the in display fingerprint for the fast physical fingerprint and excellent face recognition technology.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">its better than ever i have purchased any phone. the only drawback is that its fibre glass body. it gets scratches easily.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">night mode is very good, bettry charge is very fast, thanks to oppo &amp; thanks to Amazon</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">There are using glass is very rufe quality that's are screeched within 2 day's  and oppo customer care having a poor knowledge for this product . battery performance not a good.<br><br>please help us for this product.<br>9410459693<br>9818886309</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Awesome phone. Camera quality is awesome. After full charge battery lasts for a full 24 hr with data usage on. No heating evident in 2 days usage. Smooth functioning, good sound quality,. For a normal user, this mobile is best in its class.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Fabulous phone killer camera Thanks most important Exchange my Old device and Given good Price Battery backup Awesome Big Bhai Charger i dont see Big Charger Before Buying Mai Soch Raha tha 25000 ka mobile le kr Pastana na pade but paisa vasool Mobile</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Good camera takes very detailed pictures. No type c port charger but charges very quickly and lost longer. Processing speed is good enough for daily or rough usage. Played pubg on this device with HD graphics with high frame rate for 2 and a half hours and I didn't face any lag hardly faced any frame drop. Gameplay was smooth. While playing pubg, mobile is not getting heated up much and battery also only less than 40 percent consumed for the two and a half hours game play with HD graphics.  Overall good phone at this price. Would recommend it.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Awesome phone by oppo amazing experience perfect phone under 25k</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">The oppo f11 pro is really to beautiful, and also comes with great features but some things is disappointed in this is thats its having 'Hybrid Sim Slot' and little bit heavy. But still there pop camera and sensors making it good, also you never disappointed with there features. And there fast charging work really well. Camera is also fantastic.<br>100% recommended</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">But some point to be noted # Oppo India :-<br>Cons:-<br>1. Heating issue when surfing the Internet and video call .<br>2. Back Panel is Easily Scratch-able, Even Dust particle create a big scratch easily. So please cover the back panel through scratch resistance guard.<br>3.  Screen is very good but if oppo provide Amoled panel , it was a super deal for his true followers.<br>4.  Finger print photography  not include in colors os 6 . It is Basic feature for any mobile, Please update this feature in next update.<br>5. Back cover which is provide in the Box is very cheap quality, it is not a dust resistance, Dust particle is always on the back cover. and color is very dull , The beauty of the phone is cover from this cover.<br>6. you tube notification is not clear from pop up window.<br>Pros:-<br>1. Night photo-graphy  is ver good in this phone, Night Mode is very good from other device which is in the market.<br>2. Full screen &amp; bezel less display is Trendy and future of the Mobile industry.<br>3. pop- up camera is very good to see and  pic is super.<br>4. 48 mp camera is good but if F11 pro use Sony sensor , this phone was one step upper compare to other market.<br>5. Back Design is superb , it is very good compare to vivo.<br>6. pop up camera position is very good to see and very pleasant to eyes.<br>7. fast charging is very fast, vooc is a racket.<br><br>Overall phone is very good with latest phenomena  of mobile industry.<br>And I think Heating issue  will be solved in future through Software Update.<br><br>Thanks</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Great Phone</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Its like that i purchase the second hand refurbished phone.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Really disappointed with display quality. it  gives very cheap feeling, yellowish display looks very warm, unable to set it. Not returnable only replaceable, feeling cheated.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Get heated up very fast</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Inside the box we get some paperwork a micro USB cable and a charging brick which is rated at 5V 4A and it's very fast. We also get a silicon case for the phone, so that's good<br><br>It has a hybrid SIM slot which means you can add 2 SIM card or 1 SIM+1 SD card. Sadly opportunity has gone with a micro USB slot for charging, at this price point we expect a type C port. It supports VOOC fast charge so it's good.<br><br>A great smartphone at this price. The cameras are just amazing and the photos are good and clear, but the low light photography could be improved.<br><br>It has a very powerful processor the Helios p70, great for multi-tasking gaming and normal usage. It has 6 gigs of ram, which is enough for 2019 and is also somewhat futureproof<br><br>It runs on colour OS 6 based on Android pie which is fast responsive and optimised. And you also get a game space feature which can be use to boost gaming performance and block calls or notifications<br><br>Talking about the storage, it has 64 gigs of storage. It's okay but, they should have gone with 128 gigs instead.<br><br>Overall it's a great phone with some flaws like micro USB.<br><br>.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Have issues with voice recognition, transmission and not audible to the opposite party..</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">I don't know if I was sent a defective piece or if the camera quality is just like that in this model..  But rear camera is not very good.  Selfie camera is working fine with enough light.  The rear camera is not up-to the mark. Oppo is marketing this model for lovely low light pictures..  But my one plus 5 that I have used before this was really better than this. Face recognition was fair enough.  Battery life is also fair enough.  Charge time is fast too.  I'm utterly disappointed with the rear camera of the phone.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Pros :<br>1) Camera good quality<br>2) Good low light pictures<br>3) Speed of the phone is good<br>4) Face recognition is fast<br>5) Charging is fast and battery lasts longer<br><br>Cons :<br>1) Selfie looks artificial<br>2) Phone is thicker as compared to other phone in same category (may be because of selfie camera)<br><br>Overall, phone is good but in this price band.<br><br>Thank you</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Switching over from Samsung was very Difficult as I was using for many years. Was very close to ordering the S10+ . Last minute cancelled the order and purchased the OPPO F11 Pro.<br><br>Have to say I am very impressed and happy with the purchase. The camera is simply awesome, takes great pictures and in absolute darkness you can turn on the Light feature which is awesome.<br><br>The Fingerprint and Face recognition is very impressive as its very quick and responsive.<br><br>There are many other features you can turn on like when you phone is locked just make an 'O' to turn the camera on or making a 'V' to turn the flashlight on. This is very handy when you quickly need a light or get your Camera on without really having the need to unlock your phone.<br><br>I am glad I bought the OPPO F11 Pro. Very Happy with the Purchase.<br><br>It's only been a week and I am still exploring.<br><br>Cheers</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Product is as described in functionality and design. Battery life is almost two days with normal usage and web browsing and average 4 hour YouTube video play. Face recognition and finger print scanner is very responsive and fast. Low light and day light photography is very impressive and captivating. No heating issue while using or watching videos ,nor in using as hotspot. Vooc charging is just superb. Within 10 minutes of charge it get upto 40 percent from 20 percent. It takes 1 hour 20 minutes for a 100 percent. Screen sensitivity and responsiveness is awesome. Sound is also louder crispy and clear. No issues detected so far after 48 hours of use. Value for money product.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Aswm phone....worth investing fr this one , fabulous performance ,crazy cam , very happy with device but .....was very unhappy with delivery guy.. disconnected my calls several times ,very rude behavior with customes(worst behavior while addressing customer and no word of Punctuality in delivering product on time )....other no complaints with Amazon services....</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">camera is not good as they said</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">I was looking for a good phone almost which should fit in my budget for 6 months and finally found this product. After using it for a month, i'm writing this review.<br>Immediate thought when someone asks me on 'How's the new mobile'. --&gt; It's worth the money.<br>Pros<br>Rear Camera is good &amp; Low light photography is also great<br>Processor is Fast, sometimes you may feel a little lagging though<br>Battery life is almost 1 day with heavy usage<br>Front camera is too good<br>Android features are good<br>No heating issue found so far<br>Fast charging. 5 mins of charging is equal to 30 to 40%<br><br>Cons<br>Pone is Heavy<br>Speaker is not good<br>If you are not a fan of Hybrid slot, add that as a Cons...<br><br>Overall phone is worth the price and you will feel happy at end of the day..</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Not use charger missing</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">I have received the phone on 18.3.19. Have been using for last 2 days.<br><br>Battery charging is awesome better than previous VOOC ( I was using oppo f3 plus earlier).<br><br>Batter is lasting for good amount of time.<br><br>Cameras are good. UI is nice. NO heating issues.  Face recognition is very prompt with raising camera.I am loving the phone a lot.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">I'm sorry to say this is very poor product by oppo please don't buy it vooc  charger not working after few days</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Best phone in mid range, camera quality is nice, take good detailing photos<br>Having  good RAM it's work fast.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">One of the best phone for the price.smooth operation and it takes good pictures.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Nice phone speed was good, battery life was good, and main thing phone look was brilliant but some time I face hanging issue on phone but it's hang only for few seconds and then run properly rest everything is fine.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Very good camera. Good battery life. Fast charge. Smooth OS. Bought it at 20k after exchange.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Awesome camera. Light weight and slim phone. Exceptional features in reasonable price. Has nice look. The touch is smooth.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Performance waise phone nice but m not happy with its camera quality.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">According to price looks of phone is quite ordinary and phone is not even slim. Just pop up feature does not make it look 25k phone. Very dissatisfied with looks. Phone is even heavy. Bad choice for such a high price phone.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Very nice phone in this price<br>Better then other. This is my 4th oppo<br>Phone. Camera is very clear. Lowlight<br>Mode, Screen quality everything is great..</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">One of the best masterpiece by oppo,<br>The vooc charger is fantastic, just like Tesla of mobiles, all other features are very well functioning, the smart phone is very sophisticated by the view of design and performance</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Superb quality<br>Excellent work<br>camera quality is awesome</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">EXCELLENT QUALITY WORK BY OPPO AND FAST DELIVERY BY AMAZON. I BOUGHT THISPHONE AT THE PRICE OF 13500 EXCHANGING REDMI NOTE 5 PRO AT PRICE OF 9500 AND ALSO GETTING SOME ADDITIONAL DISCOUNT. JUST BUY IT ITS AWESOME</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Not a good quality phone as per my experience , phone chipset got crashed in 20 days , though I got the replacement but the trust is lost . Oppo Spend less on advertisement more on product Quality</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Oppo has done a super fine job with this one! It has an amazing screen to body ratio, brilliant battery and awesome cameras. The most iconic feature is obviously the front pop up camera tech. Its super cool to use it, especially for face unlock. The Color OS feels smooth and easy to operate. I got a security patch of May within 15 mins of switching it on. The build quality is fantastic. The Aurora Green is way more good looking than the black variant. You will love the performance of Mediatek's P70. I know it cant be compared with Snapdragon ones but why should we? P70 is way more powerful than SD 660 and has better benchmark scores than SD 675. This processor effortlessly manages the image processing and gives you super fast results from the 48 mp back camera. Never underestimate Mediatek anymore! Use the F11 Pro and feel the power yourself.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Looks and design is the 1st thing that caught my eyes, Aurora Green colour is a very beautiful shade; looks appealing to eyes- subtle yet gorgeous. Then I liked every aspect of this phone. Only thing I didn't like is that the back side of the phone is getting so many fingerprint marks if u don't use the phone with clean hands. So I could see many fingerprint marks on the back side, so need to clean it everyday. Whereas in a Fon with glass back like Huawei and Redmi note 7, 7pro it looks all clean everytime, marks,impressions don't show up much.<br>But this not a very big disadvantage. It will rarely bother anyone. I just felt to include this point. I would rate this phone 8.5/10<br>Coz it's a little bit heavy than other competitors. Otherwise I have just fallen in love with this phone 😍🥰 Definitely go for it.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Everything is just Awesome!!!<br>Just got it in 16 hours of ordering in rural area...what an excellent service by Amazon!! Hats off!!!<br>Pros-<br>Excellent Cameras<br>Superfast charging and great battery backup<br>No Heating Issue at continuous 14 hours usage<br>Immersive panormic Display<br>Fast Charger, Earphones, BackCover and screen guard all available in box only...no need to spend a single penny<br>Excellent gaming performance in PUBG and Asphalt<br>Great looks and pop up camera is awesome and fast<br><br>Cons-<br>Polycarbonate back (But it is better than metal or glass because metal heats a lot and glass is very fragile and also heats a lot in indian conditions)<br><br>No Type-C Port- Who cares... Type C is an hype which is created by YouTubers. In present conditions micro USB be much better because most of the devices comes with micro USB support only and Type C technically not so improved now.</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Ok</span>
            </span>"
"<span data-hook=""review-body"" class=""a-size-base review-text review-text-content""><span class="""">Im an oppo user since Oppo f1... This is my 5th oppo  phone.. but I'm not fully satisfied with it's performance. After 3months of use I found that it give a good battery life as compared with all other phones i used and it's  charging is superb.<br>I'm totally unsatisfied with it's popup camera. Facelock is not easy with pop-up cameras. More than that while camera going back it makes a knock sound. I checked it with Oppo authorized service center,the said it may due to dust they cleaned and given it back I checked at that time. Hope it is cleared. But next day onwards it started again.... Totally unsatisfied with pop-up camera.. rest everything is fine..  I'm giving 3* only because of worst pop-up cam.</span>
            </span>"
